date,language,type,title,by,overall,quality,repeatability
2017-03-18,Telugu,movie,Santhosham,"Nagarjuna, Shriya Saran",2.0,3.0,1
2017-03-17,Telugu,movie,Babu Bangaram,"Venkatesh, Nayantara",2.0,2.0,1
2017-03-16,Telugu,movie,Bruce Lee The Real Hero,"Ram Charan Teja, Rakul Preet Singh",2.0,3.0,1
2017-03-15,Tamil,movie,Pichaikkaran,Vijay Antony,3.0,3.0,2
2017-03-01,Tamil,movie,Kanithan,Atharva,4.0,4.0,2
2017-03-04,Tamil,movie,Iru Mugan,"Vikram, Nayantara",3.0,4.0,2
2017-03-04,English,movie,Assassin's Creed,Unknown,2.0,2.0,1
2017-03-04,Telugu,movie,Dhammu,"Jr NTR, Trisha",2.0,2.0,1
2017-02-28,English,movie,Arrival,Unknown,4.0,4.0,1
2017-02-26,English,movie,Mr Right,"Sam Rockwell, Anna Kendrick",3.0,4.0,2
2017-02-25,Telugu,movie,Bhale Bhale Magadivoy,"Nani, Lavanya Tripathi",3.0,4.0,2
2017-02-22,Telugu,movie,Ragada,"Nagarjuna, Anushka Shetty, Priya Mani",2.0,2.0,1
2017-02-20,Telugu,movie,Don,"Nagarjuna, Anushka Shetty",2.0,2.0,1
2017-02-11,Tamil,movie,Dhuruvangal Padhinaaru,Rehman,4.0,4.0,2
2017-02-08,Tamil,movie,Bairavaa,"Vijay, Keerthi Reddy",3.0,3.0,1
2017-02-03,English,movie,Doctor Strange,Benedict Cumberbatch,3.0,3.0,1
2017-01-29,Telugu,movie,Paisa,"Nani, Catherine Tresa",3.0,3.0,2
2017-01-27,Telugu,movie,Leader,Rana Dagubatti,4.0,4.0,2
2017-01-26,Telugu,movie,Soggade Chinni Nayana,"Nagarjuna, Ramya Krishnan, Lavanya Tripathi",2.0,2.0,2
2017-01-23,Tamil,movie,Kavalai Vendam,"Jeeva, Kajal Agarwal",1.0,1.0,1
2017-01-22,Telugu,movie,Oosaravelli,"Jr NTR, Tamanna",2.0,3.0,1
2017-01-05,English,movie,The Accountant,Ben Affleck,3.0,4.0,1
2017-01-02,English,movie,Jack Reacher: Never Go Back,Unknown,3.0,3.0,1
2016-12-29,Tamil,movie,Achcham Enbadu Madamaiyada,Unknown,4.0,4.0,2
2016-12-29,English,movie,Now You See Me 2,Unknown,3.0,3.0,1
2016-12-26,Tamil,movie,Kodi,Unknown,3.0,3.0,1
2016-12-24,English,movie,Star Trek Beyond,Unknown,3.0,4.0,1
2016-12-22,Telugu,movie,Janatha Garage,Unknown,2.0,2.0,2
2016-12-20,Telugu,movie,Sarrainodu,Unknown,2.0,2.0,1
2016-12-15,Tamil,movie,Remo,Unknown,3.0,3.0,2
2016-12-10,English,movie,Jason Bourne,Unknown,3.0,3.0,1
2016-12-07,English,movie,Sully,Unknown,4.0,4.0,1
2016-12-05,Hindi,movie,Airlift,Unknown,4.0,4.0,1
2016-12-04,Hindi,movie,Kahaani,Unknown,4.0,5.0,2
2016-12-03,Telugu,movie,Dubai Seenu,Unknown,3.0,3.0,1
2016-12-01,English,movie,The Wolverine,Unknown,3.0,3.0,1
2016-10-07,Tamil,movie,Pori,"Jeeva, Pooja",2.0,2.0,1
2016-10-06,Tamil,movie,Arya,"Madhavan, Prakash Raj",3.0,3.0,1
2016-09-05,Telugu,movie,Nannaku Prematho,"Jr NTR, Jagapathi Babu",3.0,3.0,2
2016-09-05,Telugu,movie,Sindooram,"Brahmaji, Ravi Teja",3.0,3.0,1
2016-08-27,Telugu,movie,Manam,"Nagarjuna, Samantha, Shriya Saran",3.0,3.0,1
2016-08-21,Tamil,movie,Raja Manthiri,Unknown,3.0,3.0,2
2016-08-15,Hindi,movie,Mohenjo Daro,"Hritik Roshan, Pooja Hegde",3.0,4.0,2
2016-07-02,Telugu,movie,Krishna Gaadi Veera Prema Gaadha,"Nani, Sampath, Mehreen Pirzada",3.0,3.0,2
2016-06-29,Telugu,movie,Venky,"Ravi Teja, Sneha",2.0,3.0,1
2016-06-25,Tamil,movie,Thozha,"Karthi, Nagarjuna",4.0,4.0,2
2016-06-25,Tamil,movie,Ko 2,"Bobby Simha, Prakash Raj",2.0,2.0,1
2016-06-24,Telugu,movie,Pournami,"Prabhas, Charmi Kaur, Trisha",1.0,1.0,1
2016-06-24,Tamil,movie,Theri,"Vijay, Samantha, Amy Jackson",3.0,3.0,2
2016-06-17,English,fiction,The Bands of Mouring,Brandon Sanderson,3.0,3.0,1
2016-06-10,English,fiction,Shadows of Self,Brandon Sanderson,3.0,3.0,1
2016-06-01,English,fiction,The Allow of Law,Brandon Sanderson,3.0,3.0,1
2016-05-20,Tamil,movie,Kadhalum Kadandhu Pogum,Vijay Sethupathi,3.0,3.0,1
2016-05-14,Tamil,movie,24,"Surya, Samantha",3.0,3.0,2
2016-05-13,English,movie,Captain America: Civil War,Unknown,3.0,4.0,2
2016-04-30,English,movie,Body of Lies,"Leonardo DiCaprio, Russell Crowe",3.0,4.0,1
2016-04-28,Tamil,movie,Yatchan,Arya,3.0,3.0,1
2016-04-27,Tamil,movie,Irudhu Suttru,Madhavan,4.0,4.0,1
2016-04-27,Tamil,movie,Vil Ambu,Unknown,3.0,4.0,1
2016-05-25,English,movie,Star Wars: The Force Awakens,Harrison Ford,3.0,3.0,2
2016-04-23,Telugu,movie,Shadow,"Venkatesh, Tapsee",2.0,2.0,1
2016-04-22,Telugu,movie,Greek Veerudu,"Nagarjuna, Nayantara",2.0,2.0,1
2016-04-22,English,fiction,The Mistborn Trilogy,Brandon Sanderson,3.0,3.0,2
2016-04-03,English,movie,Side Effects,"Jude Law, Rooney Mara",3.0,3.0,1
2016-03-27,English,movie,State of Play,"Russell Crowe, Ben Affleck",4.0,4.0,1
2016-03-26,English,movie,Spectre,Daniel Craig,3.0,3.0,1
2016-03-26,Tamil,movie,Un Samaiyal Araiyil,"Prakash Raj, Sneha",3.0,3.0,2
2016-03-20,Tamil,movie,Sethupathi,Vijay Sethupathi,3.0,4.0,1
2016-02-26,Tamil,movie,Gethu,"Udhayanidhi Stalin, Sathyaraj",2.0,2.0,1
2016-02-13,Hindi,movie,Singh is Bling,"Akshay Kumar, Amy Jackson",3.0,3.0,1
2016-02-11,Hindi,movie,Prem Ratan Dhan Payo,"Salman Khan, Sonam Kapoor",3.0,3.0,1
2016-02-06,English,movie,Mad Max: Fury Road,"Tom Hardy, Charlize Theron",3.0,4.0,1
2016-01-31,Tamil,movie,Boologam,"Jayam Ravi, Trisha",3.0,3.0,2
2016-01-24,English,movie,Joy,"Jennifer Lawrence, Bradley Cooper",3.0,3.0,1
2016-01-16,English,movie,Cellular,"Chris Evans, Kim Basinger",3.0,3.0,1
2016-01-16,English,movie,Jack Ryan: Shadow Recruit,"Chris Pine, Keira Knightley, Kevin Costner",3.0,3.0,1
2016-01-14,English,movie,The Martian,Matt Damon,4.0,4.0,1
2016-01-14,English,movie,Bridge of Spies,"Tom Hanks, Steven Spielberg",3.0,4.0,1
2016-01-14,Hindi,movie,Yeh Jawani Hai Diwani,"Ranbir Kapoor, Deepika Padukone",3.0,3.0,2
2016-01-10,English,fiction,The Wise Man's Fear,Patrick Rothfuss,4.0,4.0,3
2016-01-04,English,fiction,The Name of The Wind,Patrick Rothfuss,4.0,4.0,3
2015-12-27,Tamil,movie,Rajathandhiram,"AG Amid, Veera, Regina Cassandra",3.0,4.0,2
2015-12-24,Telugu,movie,Srimanthudu,"Mahesh Babu, Shruti Hassan",3.0,3.0,2
2015-12-20,Hindi,movie,Shamitabh,"Dhanush, Amitabh Bachchan",3.0,3.0,1
2015-12-17,Tamil,movie,Thoongavanam,"Kamal Hassan, Trisha",3.0,3.0,2
2015-12-14,Tamil,movie,Vedhalam,"Ajit, Lakhmi Menon",3.0,3.0,2
2015-12-05,English,movie,Argo,Ben Affleck,3.0,3.0,1
2015-11-27,English,movie,Mission Impossible - Rogue Nation,Tom Cruise,3.0,3.0,2
2015-11-25,Tamil,movie,Thandavam,"Vikram, Anushka, Amy Jackson",3.0,3.0,2
2015-11-22,Tamil,movie,10 Endradhukkulla,"Vikram, Samantha",2.0,3.0,1
2015-11-18,Tamil,movie,Rudhramadevi,"Anushka Sharma, Allu Arjun",2.0,2.0,1
2015-11-17,Tamil,movie,Thani Oruvan,"Jayam Ravi, Nayanthara",5.0,5.0,2
2015-11-14,English,TV series,Sherlock,"Benedict Cumberbatch, Martin Freeman",4.0,5.0,2
2015-11-12,Tamil,movie,Naanum Rowdy Dhaan,"Vijay Sethupathi, Nayanthara",3.0,3.0,1
2015-11-05,Tamil,movie,Puli,Vijay,2.0,2.0,1
2015-10-30,Tamil,movie,Thanga Magan,"Dhanush, Samantha",3.0,4.0,1
2015-10-24,Tamil,movie,Paayum Puli,"Vishal, Kajal Agarwal",3.0,3.0,1
2015-10-22,Tamil,movie,Yagavarayanum Naa Kaakka,"Aadhi, Nikki Galrani",3.0,3.0,1
2015-10-18,English,movie,Terminator: Genisys,Unknown,3.0,3.0,1
2015-10-12,English,fiction,Ram: Scion of Ikshvaku,Amish Tripathi,3.0,3.0,2
2015-10-04,English,movie,The Invention of Lying,Unknown,3.0,4.0,1
2015-10-02,Tamil,movie,Vaasuvum Saravananum Onna Padichavanga,"Arya, Santhanam, Tamanna",2.0,2.0,1
2015-10-01,Tamil,movie,Vaalu,"Silambarasan, Hansika",2.0,2.0,1
2015-09-29,Tamil,movie,Idhu Enna Maayam,Vikram Prabhu,2.0,2.0,1
2015-09-26,Hindi,movie,Dil Dhadakne Do,"Anil Kapoor, Ranbir Kapoor, Priyanka Chopra, Farhan Akhtar, Anushka Sharma",3.0,4.0,2
2015-09-23,English,movie,Inside Job,Unknown,3.0,3.0,1
2015-09-20,Tamil,movie,Papanasam,"Kamal Hassan, Gauthami",4.0,4.0,1
2015-09-19,English,movie,Big Game,Samuel Jackson,2.0,2.0,1
2015-09-13,Tamil,movie,Sakalakala Vallavan,"Jayam Ravi, Soori",3.0,3.0,1
2015-09-13,Hindi,movie,Piku,"Amitabh Bachchan, Deepika Padukone",3.0,4.0,1
2015-09-06,Tamil,movie,Bahubali,"Prabhas, Tamanna",3.0,4.0,2
2015-08-30,English,movie,Citizenfour,Edward Snowden,3.0,4.0,1
2015-08-29,Tamil,movie,Kannum Kannum,Prasanna,2.0,2.0,1
2015-08-15,Telugu,movie,S/o Sathyamurthy,"Allu Arjun, Samantha",3.0,3.0,2
2015-08-12,Tamil,movie,Romeo Juliet,"Jayam Ravi, Hansika",2.0,2.0,1
2015-08-09,English,movie,Exodus: Gods and Kings,Christian Bale,3.0,3.0,1
2015-08-08,Tamil,movie,Mass Engira Masilamani,"Surya, Nayantara",3.0,3.0,2
2015-07-29,English,movie,Frequencies,Unknown,2.0,3.0,1
2015-07-25,Hindi,movie,Happy New Year,"Shah Rukh Khan, Deepika Padukone",2.0,2.0,1
2015-07-25,English,movie,Avengers: Age of Ultron,"Robert Downey Jr, Chris Evans, Samuel Jackson",3.0,3.0,1
2015-07-21,Tamil,movie,Vai Raja Vai,"Gautam Karthik, Priya Anand",3.0,3.0,1
2015-07-21,Telugu,movie,Veera,"Ravi Teja, Kajal Agarwal, Tapsee Pannu",2.0,2.0,1
2015-07-19,English,movie,The Book of Eli,Denzel Washington,2.0,2.0,1
2015-07-06,Tamil,movie,Lingaa,Rajnikanth,3.0,3.0,2
2015-07-03,English,movie,Flawless,"Michael Caine, Demi Moore",3.0,4.0,1
2015-07-02,Malayalam,movie,Mumbai Police,"Prithviraj, Rehman",4.0,4.0,1
2015-06-24,English,movie,Last Knights,"Clive Owen, Morgan Freeman",2.0,2.0,1
2015-06-22,English,movie,Run All Night,Liam Neeson,3.0,3.0,1
2015-06-21,English,movie,Ninotchka,Greta Garbo,3.0,3.0,1
2015-06-20,Tamil,movie,Uttama Villain,Kamal Hassan,4.0,4.0,2
2015-06-15,English,movie,Survivor,"Milla Jovovich, Pierce Brosnan",3.0,3.0,2
2015-06-11,Telugu,movie,Temper,"Jr NTR, Kajal Agarwal",2.0,2.0,1
2015-06-09,Telugu,movie,Govindudu Andarivadele,"Ram Charan Teja, Kajal Aggarwal",2.0,2.0,2
2015-06-02,Telugu,movie,Mass,"Nagarjuna, Jyothika",2.0,2.0,1
2015-05-30,Telugu,movie,Boss I Love You,"Nagarjuna, Nayantara",2.0,2.0,1
2015-05-29,Telugu,movie,Ragada,"Nagarjuna, Anushka Shetty, Priya Mani",2.0,2.0,1
2015-05-27,Telugu,movie,Race Gurram,"Allu Arjun, Shruti Hassan",3.0,3.0,1
2015-05-21,Telugu,movie,Gudumba Shankar,"Pawan Kalyan, Meera Jasmine",3.0,3.0,1
2015-05-20,English,movie,Maleficent,Angelina Jolie,3.0,4.0,2
2015-05-15,English,movie,Game Changer,"Julianne Moore, Woody Harrelson",4.0,4.0,1
2015-05-10,English,movie,About Time,"Rachel MacAdams, Domhnall Gleeson",3.0,3.0,2
2015-05-08,English,movie,Selma,David Oyelowo,4.0,4.0,1
2015-05-05,English,movie,Jupiter Ascending,"Channing Tatum, Mila Kunis",2.0,2.0,1
2015-05-05,English,movie,Kingsman,"Colin Firth, Samuel Jackson, Michael Caine",3.0,3.0,1
2015-05-05,English,movie,American Sniper,"Clint Eastwood, Bradley Cooper",4.0,4.0,1
2015-04-30,Malayalam,movie,Mumbai Police,"Prithviraj, Rehman",4.0,4.0,1
2015-04-30,Telugu,movie,Mirchi,"Prabhas, Anushka",3.0,3.0,1
2015-04-28,English,movie,The Wolf of Wall Street,"Martin Scorcese, Leonardo DiCaprio",3.0,3.0,1
2015-04-27,Telugu,movie,Nenunnanu,"Nagarjuna, Shriya Saran",2.0,2.0,1
2015-04-26,English,movie,Absolution,Steven Seagal,2.0,2.0,1
2015-04-26,Telugu,movie,Santhosham,"Nagarjuna, Shriya Saran",2.0,3.0,1
2015-04-23,English,movie,Becket,"Peter O Toole, Richard Burton",3.0,4.0,2
2015-04-23,Tamil,movie,Vellaikaara Durai,"Vikram Prabhu, Sri Divya",2.0,2.0,1
2015-04-22,Tamil,movie,Kakki Sattai,"Sivakarthikeyan, Sri Divya",3.0,3.0,2
2015-04-22,English,movie,FX,"Bryan Brown, Brian Dennehy",3.0,3.0,2
2015-04-21,Tamil,movie,O Kadhal Kanmani,"Dalquer Salman, Nithya Menen",3.0,3.0,2
2015-04-20,English,movie,Home,"Jim Parsons, Rihanna",3.0,3.0,1
2015-04-19,Tamil,movie,Yennai Arindhaal,"Ajit, Trisha, Anushka",4.0,4.0,2
2015-04-19,Tamil,movie,I,"Vikram, Amy Jackson",3.0,3.0,1
2015-04-16,Tamil,movie,Aambala,"Vishal, Hansika",2.0,2.0,1
2015-04-15,Tamil,movie,Kaththi,"Vijay, Samantha",2.0,2.0,1
2015-04-12,English,movie,The Imitation Game,"Benedict Cumberbatch, Keira Knightley",4.0,4.0,1
2015-04-11,English,movie,Taken 3,Liam Neeson,3.0,3.0,1
2015-04-02,English,movie,Stretch,"Patrick Wilson, Chris Pine",2.0,2.0,1
2015-03-25,English,movie,Interstellar,Christopher Nolan,4.0,4.0,2
2015-03-21,English,fiction,The Mark of Athena,Rick Riordan,2.0,2.0,2
2015-03-19,English,fiction,The Son of Neptune,Rick Riordan,3.0,3.0,2
2015-03-17,English,fiction,The Lost Hero,Rick Riordan,3.0,3.0,2
2015-03-14,Telugu,movie,Race Gurram,"Allu Arjun, Shruti Hassan",3.0,3.0,1
2015-03-14,English,fiction,Harry Potter and the Goblet of Fire,J K Rowling,3.0,3.0,2
2015-03-11,English,fiction,Mockingjay,Suzanne Collins,3.0,3.0,2
2015-03-08,English,fiction,Catching Fire,Suzanne Collins,3.0,3.0,2
2015-03-07,English,fiction,The Hunger Games,Suzanne Collins,3.0,3.0,2
2015-03-06,English,movie,Dragonheart 3: The Sorcerer's Curse,"Tamzin Merchant, Julian Morris",1.0,2.0,1
2015-03-06,English,movie,The Hunger Games: Mockingjay Part 1,Jennifer Lawrence,3.0,3.0,1
2015-03-05,English,movie,The Hunger Games: Catching Fire,Jennifer Lawrence,3.0,4.0,1
2015-03-04,English,movie,The Hunger Games,Jennifer Lawrence,4.0,4.0,2
2015-03-01,English,movie,Billion Dollar Brain,Michael Caine,2.0,2.0,1
2015-02-28,Hindi,movie,Jab We Met,"Kareena Kapoor, Shahid Kapoor",4.0,4.0,3
2015-02-24,Tamil,movie,Sakalakala Sammandhi,Visu,3.0,3.0,2
2015-02-19,English,movie,Limitless,"Bradley Cooper, Robert De Niro",3.0,3.0,2
2015-02-15,English,movie,Gamer,"Gerard Butler, Michael Hall",2.0,2.0,1
2015-02-10,English,movie,Escape Plan,"Sylvestor Stallone, Arnold Schwarzenegger",3.0,4.0,2
2015-02-08,Hindi,movie,Aurangazeb,"Arjun Kapoor, Rishi Kapoor, Jackie Shroff, Prithviraj",3.0,4.0,1
2015-01-29,Hindi,movie,Baby,Akshay Kumar,3.0,4.0,2
2015-01-24,Tamil,movie,I,"Vikram, Amy Jackson",3.0,3.0,1
2015-01-19,English,movie,The Equalizer,Denzel Washington,3.0,3.0,2
2015-01-16,Telugu,movie,Aatadista,"Nithin, Kajal Agarwal",2.0,2.0,1
2015-01-13,English,non-fiction,SPIN Selling,Neil Rakham,3.0,3.0,2
2015-01-10,English,movie,Hitman,Timothy Olyphant,3.0,3.0,1
2015-01-10,Telugu,movie,Orange,"Ram Charan Teja, Genelia",3.0,3.0,1
2015-01-03,Tamil,movie,Poojai,Vishal,3.0,3.0,2
2015-01-03,Hindi,movie,PK,"Aamir Khan, Anushka Sharma",4.0,4.0,2
2015-01-02,Telugu,movie,Victory,"Nitin, Mamta Mohandas",2.0,2.0,2
2015-01-02,English,movie,Harry Potter and the Order of the Phoenix,J K Rowling,2.0,2.0,1
2014-12-28,Hindi,movie,Kick,Salman Khan,3.0,3.0,1
2014-12-23,English,movie,Predestination,Ethan Hawke,3.0,4.0,2
2014-12-17,English,movie,Lucy,Scarlett Johansson,2.0,2.0,1
2014-12-16,English,movie,Teenage Mutant Ninja Turtles,Megan Fox,2.0,2.0,1
2014-12-14,Tamil,movie,Velaiilla Pattadhari,"Dhanush, Amala Paul",4.0,4.0,1
2014-12-13,English,movie,The Maze Runner,"Dylan O'Brien, Kaya Scodelario",3.0,3.0,2
2014-12-12,English,movie,The Package,"Gene Hackman, Tommy Lee Jones",3.0,3.0,1
2014-12-06,Telugu,movie,Chandamama,"Navdeep, Kajal Agarwal",2.0,2.0,1
2014-12-04,Malayalam,movie,Run Babby Run,"Mohan Lal, Amala Paul",3.0,3.0,1
2014-12-02,English,non-fiction,Making Comics,Scott McCloud,3.0,3.0,2
2014-12-01,English,non-fiction,Remote,Jason Fried,2.0,2.0,1
2014-11-29,Telugu,movie,Gunde Jaari Gallanthayyinde,"Nitin, Nithya Menen",3.0,3.0,1
2014-11-25,English,movie,The Keeper,Steven Seagal,2.0,2.0,1
2014-11-24,English,movie,The Big Hit,Mark Walhberg,2.0,2.0,1
2014-11-22,Hindi,movie,Happy Endings,"Saif Ali Khan, Ileana",3.0,3.0,1
2014-11-20,Tamil,movie,Ivan Vera Madhiri,Vikram Prabhu,3.0,3.0,2
2014-11-18,English,movie,The Raid: Redemption,Gareth Evans,3.0,3.0,1
2014-11-17,English,movie,The November Man,Pierce Brosnan,3.0,3.0,1
2014-11-16,English,movie,Hercules,Dwayne Johnson,3.0,3.0,1
2014-11-16,Tamil,movie,Chocolate Krishna,Crazy Mohan,3.0,3.0,2
2014-11-14,Telugu,movie,Krishnam Vande Jagatgurum,"Rana, Nayantara",2.0,2.0,1
2014-11-11,Telugu,movie,Nenokkadine,Mahesh Babu,3.0,3.0,1
2014-11-09,Tamil,movie,Sigaram Thodu,"Vikram Prabhu, Sathyaraj",3.0,3.0,1
2014-10-30,Malayalam,movie,Drishyam,"Mohan Lal, Meena, Jeetu Joseph",4.0,4.0,2
2014-10-28,English,movie,X-Men: Days of Future Past,"Hugh Jackman, Jennifer Lawrence",3.0,3.0,1
2014-10-27,Tamil,movie,Neram,"Nivin Pauly, Nazriya Nazim",2.0,3.0,1
2014-10-23,English,movie,Edge of Tomorrow,"Tom Cruise, Emily Blunt",5.0,4.0,3
2014-10-20,English,fiction,King of Ayodhya,Ashok Banker,2.0,2.0,1
2014-10-14,English,fiction,Bridge of Rama,Ashok Banker,2.0,2.0,1
2014-10-08,English,fiction,Armies of Hanuman,Ashok Banker,2.0,2.0,1
2014-10-04,Tamil,movie,Arima Nambi,"Vikram Prabhu, Priya Anand",3.0,3.0,2
2014-10-01,English,fiction,Demons of Chitrakut,Ashok Banker,2.0,2.0,1
2014-10-27,English,fiction,Siege of Mithila,Ashok Banker,2.0,2.0,1
2014-10-22,English,fiction,Prince of Ayodhya,Ashok Banker,2.0,2.0,1
2014-09-19,Telugu,movie,Khaleja,"Mahesh Babu, Anushka",2.0,2.0,1
2014-09-14,English,fiction,The Day of the Jackal,Frederick Forsyth,3.0,3.0,2
2014-09-09,English,movie,Transformers 2,"Shia LaBeouf, Megan Fox",2.0,2.0,1
2014-09-08,English,movie,Transformers 1,"Shia LaBeouf, Megan Fox",2.0,2.0,1
2014-09-06,English,fiction,Code to Zero,Ken Follett,3.0,3.0,1
2014-08-31,Telugu,movie,Oye,"Siddharth, Shamili",3.0,3.0,2
2014-08-29,English,movie,Without a Clue,"Ben Kingsley, Michael Caine",3.0,3.0,2
2014-08-26,English,non-fiction,India After Gandhi,Ramachandra Guha,3.0,3.0,2
2014-08-24,English,movie,Nonstop,Liam Neeson,3.0,3.0,2
2014-08-21,Telugu,movie,Bunny,Allu Arjun,2.0,2.0,1
2014-08-18,English,movie,The Amazing Spiderman 2,"Andrew Garfield, Gwen Stacy",3.0,3.0,2
2014-08-16,Telugu,movie,Khatarnak,"Ravi Teja, Ileana",1.0,1.0,1
2014-08-15,Tamil,movie,Anjaan,"Surya, Samantha",3.0,3.0,1
2014-08-14,Telugu,movie,Arya,Allu Arjun,3.0,3.0,2
2014-08-10,English,movie,Guardians of the Galaxy,"Chris Pratt, Zoe Saldana",3.0,3.0,2
2014-08-09,English,movie,The Man Who Knew Too Little,Bill Murray,3.0,4.0,2
2014-08-09,Telugu,movie,Bujjigadu,"Prabhas, Trisha",2.0,2.0,1
2014-08-06,English,movie,Captain America: The Winter Soldier,"Chris Evans, Scarlett Johannson",3.0,3.0,2
2014-08-04,Telugu,movie,Baava,"Siddharth, Pranita",2.0,2.0,1
2014-08-02,Telugu,movie,Annavaram,"Pawan Kalyan, Asin",2.0,2.0,1
2014-07-31,Telugu,movie,Maya Bazaar,"Tanikella Bharani, Bhumika Chawla",2.0,3.0,1
2014-07-30,Telugu,movie,Krishna,"Ravi Teja, Trisha",2.0,2.0,1
2014-07-27,Tamil,movie,Kochadaiyaan,"Rajnikanth, Deepika Padukone",3.0,3.0,2
2014-07-20,Tamil,movie,Giri,"Arjun, Vadivelu",2.0,2.0,2
2014-06-21,Telugu,movie,Yevadu,"Ram Charan Teja, Shruti Hassan",3.0,3.0,1
2014-06-17,Telugu,movie,Jalsa,"Pawan Kalyan, Ileana",2.0,2.0,1
2014-06-15,English,movie,How to Train Your Dragon 2,"Jay Baruchel, Gerard Butler",3.0,3.0,1
2014-06-03,Telugu,movie,E Abbai Chala Manchodu,Ravi Teja,2.0,3.0,1
2014-06-02,Telugu,movie,Aata,"Siddharth, Ileana",3.0,3.0,1
2014-06-01,Telugu,movie,Shakti,"Jr NTR, Ileana",2.0,2.0,1
2014-05-22,Telugu,movie,Rechipo,"Nitin, Ileana",2.0,2.0,1
2014-05-10,Telugu,movie,Panjaa,"Pawan Kalyan, Jackie Shroff",3.0,3.0,1
2014-05-09,English,movie,The Challenger Disaster,William Hurt,4.0,4.0,1
2014-05-07,Telugu,movie,Chakram,"Prabhas, Charmi Kaur",2.0,3.0,1
2014-05-05,Telugu,movie,Ashok,"Jr NTR, Sameera Reddy",2.0,2.0,1
2014-05-04,English,movie,Percy Jackson & the Sea of Monsters,"Logan Lerman, Alexandra Daddario",2.0,2.0,1
2014-05-04,Telugu,movie,Yogi,"Prabhas, Nayantara",2.0,2.0,1
2014-05-03,Telugu,movie,Bhageeratha,"Ravi Teja, Shriya Saran",3.0,3.0,1
2014-05-03,Telugu,movie,Ala Modalaindi,"Nani, Nithya Menen",3.0,3.0,2
2014-05-01,English,movie,Her,"Joaquin Phoenix, Scarlett Johansson",3.0,3.0,1
2014-04-25,Telugu,movie,Nippu,"Ravi Teja, Deeksha Seth",3.0,3.0,1
2014-04-23,Telugu,movie,Shadow,"Venkatesh, Tapsee",2.0,2.0,1
2014-04-22,Telugu,movie,Don Seenu,"Ravi Teja, Shriya Saran",2.0,2.0,1
2014-04-22,Hindi,movie,Sarfarosh,"Aamir Khan, Naseeruddin Shah",3.0,3.0,2
2014-04-20,Telugu,movie,Ramayya Vasthavayya,"Jr NTR, Samantha, Shruti Hassan",2.0,2.0,1
2014-04-20,English,movie,The Secret Life of Walter Mitty,"Ben Stiller, Sean Penn",4.0,4.0,2
2014-04-20,English,movie,The Art of the Steal,"Kurt Russell, Matt Dillon",3.0,4.0,2
2014-04-19,English,movie,Exit Wounds,Steven Seagal,3.0,2.0,2
2014-04-18,Tamil,movie,Sivakasi,"Vijay, Asin",3.0,2.0,2
2014-04-15,English,movie,The Bourne Legacy,"Jeremy Renner, Rachel Weisz",2.0,2.0,1
2014-04-15,Tamil,movie,Marudhamalai,"Arjun, Vadivelu",2.0,2.0,1
2014-03-30,Tamil,movie,Thagararu,"Arulnithi, Shamna Kasim",3.0,3.0,1
2014-03-29,English,movie,American Hustle,"Christian Bale, Amy Adams",3.0,4.0,1
2014-03-28,Tamil,movie,Vallamai Thaaraayo,"Parthiban, Chaya Singh",3.0,3.0,2
2014-03-27,Tamil,movie,Jilla,"Vijay, Mohanlal",2.0,2.0,1
2014-03-26,English,TV series,24: Season 1,Kiefer Sutherland,4.0,4.0,2
2014-03-22,English,movie,The Hobbit: The Desolation of Smaug,"Peter Jackson, Ian McKellan, Martin Freeman",3.0,4.0,2
2014-03-21,Tamil,movie,Indian,Kamal Hassan,3.0,3.0,2
2014-03-21,English,fiction,Hell: Prison Diary 1,Jeffrey Archer,2.0,2.0,1
2014-03-19,English,fiction,Cat O Nine Tales,Jeffrey Archer,4.0,4.0,2
2014-03-17,English,fiction,The Veteran,Frederick Forsyth,3.0,4.0,2
2014-03-09,English,fiction,The Kill List,Frederick Forsyth,3.0,3.0,1
2014-03-05,Telugu,movie,Bujjigadu,"Prabhas, Trisha",2.0,2.0,1
2014-03-02,Telugu,movie,Daruvu,"Ravi Teja, Tapsee Pannu",2.0,2.0,1
2014-03-01,Telugu,movie,Kantri,"Jr NTR, Hansika Motwani",2.0,2.0,1
2014-02-27,Telugu,movie,Krishna,"Ravi Teja, Trisha",2.0,2.0,1
2014-02-26,Telugu,movie,Sarocharu,"Ravi Teja, Kajal Agarwal",3.0,3.0,1
2014-02-25,Tamil,movie,Baasha,"Rajnikanth, Nagma",4.0,3.0,3
2014-02-23,English,non-fiction,My Days with Baasha,"Suresh Krissna, Malathi Rangarajan",2.0,2.0,1
2014-02-19,English,movie,Frozen,"Idina Menzel, Kristen Bell",3.0,4.0,1
2014-02-19,Telugu,movie,Oh My Friend,"Siddharth, Shruti Hassan",3.0,3.0,1
2014-02-15,English,movie,Law Abiding Citizen,"Gerard Butler, Jamie Foxx",3.0,4.0,1
2014-02-14,English,movie,The Fugitive,"Harrison Ford, Tommy Lee Jones",4.0,4.0,2
2014-02-12,Tamil,movie,Mozhi,"Prakash Raj, Prithviraj, Jyothika",4.0,5.0,3
2014-02-09,English,fiction,Without Remorse,Tom Clancy,3.0,3.0,2
2014-02-08,Telugu,movie,Varudu,"Allu Arjun, Arya",2.0,2.0,1
